id,language,reference,generated,bleu_score,bleu_1,bleu_2,bleu_3,bleu_4,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
20,python,Generates a Protobuf schema from a Vehicle Signal Specification (VSS) tree,"Generates Protocol Buffer definitions from a signal tree structure, including necessary imports and message bodies.",5.439330544349823,23.529411764705884,6.25,3.3333333333333335,1.7857142857142858,0.3846153846153846,0.08333333333333333,0.3846153846153846,0.3846153846153846,0.6743412613868713,0.671326756477356,0.6728305816650391
21,python,Groups all leaf VSS branch instances by the fully qualified name of their original branch definition,"Collects instance names under each instance root within a VSS tree, filtering for leaf-level instance branches.",2.1476912089159055,5.555555555555555,2.9411764705882355,1.5625,0.8333333333333334,0.12121212121212122,0.0,0.06060606060606061,0.06060606060606061,0.6512608528137207,0.648210346698761,0.6497320532798767
22,python,Determines if a VSS node is a leaf based on its data type,Checks if a node in a VSS tree is a leaf node containing data.,14.865996369027272,53.333333333333336,28.571428571428573,7.6923076923076925,4.166666666666667,0.5925925925925927,0.32,0.5185185185185186,0.5185185185185186,0.8193594813346863,0.7987048029899597,0.8089002966880798
23,python,Checks if a VSS node is a branch that is not an instance,Checks if a VSS node represents a branch with a non-instance VSSDataBranch.,33.260249505555045,53.84615384615385,41.666666666666664,27.272727272727273,20.0,0.6153846153846154,0.4166666666666667,0.6153846153846154,0.6153846153846154,0.7322759032249451,0.8004423379898071,0.7648432850837708
24,python,Checks if a VSS node represents a branch instance,Checks if a VSSNode represents an instance of a VSSDataBranch.,16.59038701421971,54.54545454545455,20.0,11.11111111111111,6.25,0.631578947368421,0.23529411764705882,0.5263157894736842,0.5263157894736842,0.7691040635108948,0.8555868268013,0.8100436329841614
25,python,FNV-1 32-bit hashing algorithm for a byte sequence,Calculates a 32-bit FNV-1a hash value for a given byte string.,13.912311644176565,42.857142857142854,23.076923076923077,8.333333333333334,4.545454545454546,0.5217391304347826,0.1904761904761905,0.4347826086956522,0.4347826086956522,0.7683602571487427,0.8146611452102661,0.790833592414856
26,java,Lazily initializes and returns an audio card presenter with data models for media and in-call status,"Lazily initializes and returns an AudioCardPresenter, providing either a default or ViewModel-backed model for media presentation.",23.124463019346486,38.888888888888886,29.41176470588235,18.75,13.333333333333334,0.4117647058823529,0.3125,0.4117647058823529,0.4117647058823529,0.7238913178443909,0.7532742023468018,0.7382906079292297
27,java,Lazily initializes and returns the audio card view fragment,Returns a cached or newly created AudioFragment view with associated presenter.,3.3864985683445354,8.333333333333334,4.545454545454546,2.5,1.3888888888888888,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.6004796624183655,0.6188596487045288,0.6095311045646667
28,java,Inflates a card fragment's layout and initializes its view components,Inflates a layout to create a view for a card fragment.,10.127993013562818,41.666666666666664,18.181818181818183,5.0,2.7777777777777777,0.5454545454545454,0.3,0.36363636363636365,0.36363636363636365,0.8052235841751099,0.7434180974960327,0.7730875611305237
29,java,"Sets a button's icon and click listener to make it visible, or hides it if no content is provided",Updates the visibility and content of an ImageButton based on a DescriptiveTextWithControlsView.,2.372767168248276,23.076923076923077,4.166666666666667,2.272727272727273,1.25,0.18749999999999997,0.0,0.125,0.125,0.6295493841171265,0.6290828585624695,0.6293160915374756
30,java,Lazily inflates and initializes a descriptive text layout view on first access,Lazily inflates and caches a view containing descriptive text and optional elements from a ViewStub.,12.451643194233863,43.75,20.0,7.142857142857143,3.8461538461538463,0.5185185185185186,0.23999999999999996,0.4444444444444445,0.4444444444444445,0.7592969536781311,0.769130289554596,0.7641819715499878
31,java,Updates and displays a card header view with a new title and icon,"Updates the UI elements (visibility, title, icon) of a card header view on the main thread.",13.076558875109015,33.333333333333336,15.0,10.526315789473685,5.555555555555555,0.4827586206896552,0.22222222222222224,0.3448275862068966,0.3448275862068966,0.7041565775871277,0.7874809503555298,0.7434914708137512
32,java,Lazily inflates and returns a text block layout view from a ViewStub,Retrieves and lazily initializes a text block layout view from a ViewStub.,57.60844201603898,69.23076923076923,58.333333333333336,54.54545454545455,50.0,0.8333333333333334,0.6363636363636364,0.75,0.75,0.8531569242477417,0.8933889865875244,0.8728095889091492
33,java,Gets the media browser service component from a given package,Retrieves the component name of a media browsing service within a specified package.,4.44458779458587,42.857142857142854,3.8461538461538463,2.0833333333333335,1.1363636363636365,0.5217391304347826,0.0,0.4347826086956522,0.4347826086956522,0.7878739833831787,0.8456653952598572,0.8157473802566528
34,java,Determines if an app component should be launchable by filtering against a hide list and de-duplicating media services,"Determines if a component should be added to launchables based on hide lists, custom media components, and component type.",9.364337313929381,40.90909090909091,14.285714285714286,5.0,2.6315789473684212,0.47368421052631576,0.16666666666666666,0.3684210526315789,0.3684210526315789,0.7796363830566406,0.7601168751716614,0.7697529196739197
35,java,Sets the media source and finishes the current activity,Selects a media source and finishes the activity if it's running.,33.18077402843942,50.0,36.36363636363637,30.0,22.22222222222222,0.5714285714285715,0.4210526315789474,0.5714285714285715,0.5714285714285715,0.7837122678756714,0.8487831354141235,0.8149508833885193
36,java,"Safely checks if a given activity is distraction-optimized, handling potential connection errors",Checks if a specified activity within a package is optimized for distraction mitigation using a car package manager.,4.814971807094068,21.05263157894737,5.555555555555555,2.9411764705882355,1.5625,0.45161290322580644,0.13793103448275862,0.3870967741935484,0.3870967741935484,0.7185708284378052,0.7407408952713013,0.729487419128418
37,java,"Asynchronously creates, configures, and adds a task view to a parent view group","Creates and adds a TaskView to a parent ViewGroup, setting up a listener and managing its lifecycle.",13.171667387201806,36.8421052631579,22.22222222222222,11.764705882352942,3.125,0.4666666666666667,0.28571428571428575,0.4666666666666667,0.4666666666666667,0.7680342197418213,0.7909719347953796,0.779334306716919
38,java,"Retrieves a specific, configured Intent for the default maps app, falling back to a generic one","Retrieves the preferred map activity intent, prioritizing configured activities and falling back to the default maps activity.",14.025775160081468,47.36842105263158,22.22222222222222,11.764705882352942,3.125,0.5454545454545455,0.2580645161290323,0.30303030303030304,0.30303030303030304,0.72769695520401,0.7423475384712219,0.7349492311477661
39,java,Dynamically instantiates and displays home card modules defined in a configuration resource,Dynamically initializes and displays HomeCardModule fragments based on configured class names.,7.495553473355842,25.0,9.090909090909092,5.0,2.7777777777777777,0.2608695652173913,0.09523809523809525,0.2608695652173913,0.2608695652173913,0.816825270652771,0.8370299339294434,0.8268041610717773
40,java,Removes dangling tasks that are in multi-window mode,Removes multi-window tasks from the activity task manager.,6.27465531099474,33.333333333333336,6.25,3.5714285714285716,2.0833333333333335,0.4444444444444444,0.125,0.3333333333333333,0.3333333333333333,0.7814521193504333,0.7920594215393066,0.7867199778556824
41,java,Updates the mode from the intent and sets the UI title accordingly,Updates the application's mode based on intent data and sets the title accordingly.,16.54461999338998,64.28571428571429,30.76923076923077,8.333333333333334,4.545454545454546,0.6923076923076924,0.33333333333333337,0.6923076923076924,0.6923076923076924,0.873234212398529,0.8882250785827637,0.8806657791137695
42,java,Lazily initializes and returns the Chronometer view on first access,"Retrieves a Chronometer view from the layout, initializing it if it's null.",6.285596338261262,21.428571428571427,7.6923076923076925,4.166666666666667,2.272727272727273,0.2608695652173913,0.09523809523809525,0.17391304347826086,0.17391304347826086,0.6297569274902344,0.6477342247962952,0.6386191248893738
43,java,Blurs and scales an image to set as a card's visible background,"Lazily initializes and returns a media layout view from a ViewStub, setting up title, subtitle, and controls.",2.159701133933343,9.523809523809524,2.5,1.3157894736842106,0.6944444444444444,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.5913395285606384,0.6512317657470703,0.6198422312736511
44,java,Blurs and scales an image to set as a card's visible background,"Scales, blurs, and sets a drawable as the card's background image.",4.44458779458587,42.857142857142854,3.8461538461538463,2.0833333333333335,1.1363636363636365,0.7199999999999999,0.17391304347826086,0.48000000000000004,0.48000000000000004,0.7839847207069397,0.8089180588722229,0.7962562441825867
45,java,Makes the media view visible and sets its title and subtitle,Updates the visibility and text content of a media view with a title and subtitle.,12.451643194233863,43.75,20.0,7.142857142857143,3.8461538461538463,0.5384615384615385,0.25,0.4615384615384615,0.4615384615384615,0.7494295835494995,0.7706892490386963,0.7599107623100281
46,java,"Starts and shows a chronometer if a start time is positive; otherwise, hides it",Displays or hides a chronometer and separator based on the audio start time.,7.705829865251781,42.857142857142854,15.384615384615385,4.166666666666667,2.272727272727273,0.4444444444444445,0.16,0.29629629629629634,0.29629629629629634,0.7072827816009521,0.6664270162582397,0.6862473487854004
47,java,Registers a callback on a newly added call,Registers a callback with a newly added call object if the call object is not null.,20.706193828327603,41.1764705882353,31.25,20.0,7.142857142857143,0.5833333333333334,0.4545454545454545,0.5833333333333334,0.5833333333333334,0.6657760143280029,0.8273175358772278,0.7378080487251282
48,java,Resets state and unregisters the callback when a call is removed,Handles the removal of a call by clearing call-related data and notifying the presenter.,6.250381527944883,26.666666666666668,7.142857142857143,3.8461538461538463,2.0833333333333335,0.30769230769230765,0.08333333333333333,0.23076923076923075,0.23076923076923075,0.6645251512527466,0.674275279045105,0.6693646907806396
49,java,Updates the ongoing call view model with a formatted phone number and UI controls,Updates the UI model with a formatted phone number for display during a call.,38.50322886878713,66.66666666666667,42.857142857142854,30.76923076923077,25.0,0.7142857142857143,0.46153846153846156,0.5714285714285714,0.5714285714285714,0.814017653465271,0.7991620898246765,0.8065215349197388
50,java,"Initializes the Mute, End Call, and Dialpad buttons for an in-call user interface","Initializes audio control buttons (mute, end call, dialpad) with associated actions.",3.4585921141027365,25.0,3.3333333333333335,1.7857142857142858,0.9615384615384616,0.4799999999999999,0.17391304347826086,0.4,0.4,0.7633880376815796,0.7539295554161072,0.758629322052002
51,cpp,Sends a D-Bus message over the connection and returns a boolean indicating success,"Sends a DBus message over the connection, returning true on success and false on failure.",18.295654224495205,47.05882352941177,25.0,13.333333333333334,7.142857142857143,0.5517241379310344,0.29629629629629634,0.4827586206896552,0.4827586206896552,0.8234947323799133,0.8733593225479126,0.8476943373680115
52,cpp,Creates a D-Bus signal message addressed to a specific client,"Creates a DBus signal message with the specified object path, interface name, signal name, and destination ID.",5.136663909505954,19.047619047619047,10.0,2.6315789473684212,1.3888888888888888,0.2857142857142857,0.15384615384615385,0.2857142857142857,0.2857142857142857,0.6874158382415771,0.8031865954399109,0.7408053874969482
53,cpp,Notifies a newly added listener if the D-Bus connection is already available,Notifies a listener of available status via a D-Bus connection if connected.,10.04916995660316,53.84615384615385,16.666666666666668,4.545454545454546,2.5,0.6153846153846154,0.25,0.46153846153846156,0.46153846153846156,0.7787277102470398,0.7570270299911499,0.7677240967750549
54,cpp,"For an active connection, adds a thread to a list to be joined on exit, avoiding duplicates",Registers a thread to be joined upon exit and adds it to a connection tracking list.,15.660302767990029,64.70588235294117,31.25,13.333333333333334,3.5714285714285716,0.6666666666666667,0.3225806451612903,0.3636363636363636,0.3636363636363636,0.7798391580581665,0.72575843334198,0.7518274784088135
55,cpp,A callback that wakes up a main loop context if it has not been destroyed,Wakes up a main loop context by acquiring a lock and calling its wakeup method.,22.894156860669913,31.25,26.666666666666668,21.428571428571427,15.384615384615385,0.4666666666666667,0.35714285714285715,0.4000000000000001,0.4000000000000001,0.7226554751396179,0.6954574584960938,0.7087956070899963
56,cpp,A callback to stop monitoring a D-Bus watch and clean up its associated data,Removes a DBus watch by stopping observation and clearing associated data.,7.20914034876181,41.666666666666664,9.090909090909092,5.0,2.7777777777777777,0.3846153846153846,0.08333333333333333,0.3846153846153846,0.3846153846153846,0.8117727637290955,0.7848377227783203,0.7980780005455017
57,cpp,"A libdbus callback that creates, starts, or stops a D-Bus watch based on its readiness status",Manages DBus watch state (start/stop) based on toggle events and context data.,4.772698862058935,17.647058823529413,6.25,3.3333333333333335,1.7857142857142858,0.20000000000000004,0.07142857142857144,0.20000000000000004,0.20000000000000004,0.7071395516395569,0.6795588135719299,0.6930749416351318
58,cpp,Thread-safely gets or creates a singleton DBusObjectManager instance using double-checked locking,"Lazily initializes and returns a shared pointer to a DBusObjectManager, ensuring thread-safe singleton access.",3.21858262703621,18.75,3.3333333333333335,1.7857142857142858,0.9615384615384616,0.28571428571428575,0.0,0.14285714285714288,0.14285714285714288,0.763995885848999,0.7733283042907715,0.7686337828636169
59,cpp,Performs a reference-counted release of a D-Bus service name,"Releases a service name on the DBus connection, decrementing a counter if the name is held multiple times.",4.553719184146073,20.0,5.2631578947368425,2.7777777777777777,1.4705882352941178,0.27586206896551724,0.07407407407407408,0.20689655172413793,0.20689655172413793,0.6289858222007751,0.7297722101211548,0.6756411194801331
60,cpp,Steals the reply from a pending D-Bus call and wraps it in a DBusMessage object,Converts a libdbus pending call reply to a DBusMessage object.,11.985825441691155,63.63636363636363,20.0,11.11111111111111,6.25,0.5384615384615384,0.16666666666666669,0.4615384615384615,0.4615384615384615,0.7909241914749146,0.7699021697044373,0.780271589756012
61,cpp,Safely deletes all pending asynchronous handlers from a shared list,Deletes asynchronously registered DBus message handlers stored in a protected vector.,4.02724819242185,16.666666666666668,4.545454545454546,2.5,1.3888888888888888,0.28571428571428564,0.0,0.28571428571428564,0.28571428571428564,0.7388025522232056,0.7672412991523743,0.7527533769607544
62,cpp,Reports a success status to all registered signal handlers for their associated tags,Notifies signal handlers of successful completion for specific tags after retrieving them from a protected data structure.,5.401157445454033,27.77777777777778,5.882352941176471,3.125,1.6666666666666667,0.33333333333333337,0.07142857142857144,0.26666666666666666,0.26666666666666666,0.7179610729217529,0.7219136357307434,0.719931960105896
63,cpp,Thread-safely removes a connection from a collection if it exists,Removes a connection from a managed collection under mutex protection.,24.808415001701817,45.45454545454545,30.0,22.22222222222222,12.5,0.5714285714285713,0.4210526315789474,0.5714285714285713,0.5714285714285713,0.7262929677963257,0.6796095371246338,0.7021762132644653
64,cpp,Dispatches D-Bus signals for interface addition or removal to specific handlers,Handles DBus signals for interface addition/removal events and forwards them to a status event handler.,14.879641171245488,33.333333333333336,17.647058823529413,12.5,6.666666666666667,0.42857142857142855,0.23076923076923075,0.42857142857142855,0.42857142857142855,0.7674257755279541,0.8315539360046387,0.7982039451599121
65,cpp,Retrieves the addresses of available service instances from a D-Bus registry,Retrieves available DBus service instances and translates them into a vector of DBus addresses.,7.188959550044094,46.666666666666664,7.142857142857143,3.8461538461538463,2.0833333333333335,0.5384615384615384,0.08333333333333334,0.3846153846153846,0.3846153846153846,0.7693675756454468,0.8213886618614197,0.794527530670166
66,cpp,Queries a D-Bus registry to determine if a specific service instance is available,Determines and reports the availability status of a DBus service instance.,6.896242107716467,25.0,9.090909090909092,5.0,2.7777777777777777,0.23999999999999996,0.08695652173913043,0.23999999999999996,0.23999999999999996,0.7707008719444275,0.7571483850479126,0.7638645172119141
67,cpp,Notifies that a service is unavailable when its corresponding D-Bus interface is removed,"Handles DBus signal indicating interfaces have been removed, updating availability status and removing interfaces if observed.",2.1476912089159055,5.555555555555555,2.9411764705882355,1.5625,0.8333333333333334,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.6061705350875854,0.6283960938453674,0.6170831918716431
68,cpp,Notifies CommonAPI listeners of a D-Bus interface's availability status change,Notifies listeners of a change in the availability status of a DBus interface.,14.458924666162856,50.0,23.076923076923077,8.333333333333334,4.545454545454546,0.64,0.2608695652173913,0.48000000000000004,0.48000000000000004,0.8986759185791016,0.8945040702819824,0.8965851068496704
69,cpp,Schedules an asynchronous notification of the current proxy status for a newly added listener,Registers a listener and pushes a notification function to the main loop for DBus events.,3.657015913414383,31.25,3.3333333333333335,1.7857142857142858,0.9615384615384616,0.3448275862068965,0.0,0.20689655172413796,0.20689655172413796,0.7237051725387573,0.6939224004745483,0.7085009217262268
70,cpp,Removes all listener entries that match a given subscription in a thread-safe manner,"Removes a listener from a collection based on a subscription identifier, ensuring thread safety with a recursive mutex.",2.8629993657668873,25.0,2.6315789473684212,1.3888888888888888,0.7352941176470589,0.375,0.0,0.31250000000000006,0.31250000000000006,0.7251533269882202,0.7301517724990845,0.7276439666748047
71,cpp,Forwards the addition of a D-Bus signal state handler to the underlying connection object,Adds a signal handler and subscription to the DBus connection.,7.510002314354895,54.54545454545455,10.0,5.555555555555555,3.125,0.48,0.08695652173913043,0.48,0.48,0.7766948938369751,0.7428224086761475,0.759381115436554
72,cpp,Callback to translate available D-Bus service instance addresses to strings and forward the result,"Handles the asynchronous callback for retrieving available DBus service instances, translating addresses to strings and passing the status and instances to the callback.",11.213336822390838,32.0,12.5,8.695652173913043,4.545454545454546,0.47368421052631576,0.16666666666666663,0.4210526315789474,0.4210526315789474,0.7109283208847046,0.7999651432037354,0.7528232932090759
73,cpp,Routes a D-Bus message to a registered handler or handles standard introspection requests,Handles incoming DBus messages by routing them to registered interface handlers or processing introspectable interface messages.,3.0098043843528286,17.647058823529413,3.125,1.6666666666666667,0.8928571428571429,0.26666666666666666,0.0,0.19999999999999998,0.19999999999999998,0.7817406058311462,0.8194167613983154,0.8001353740692139
74,cpp,"Adds a D-Bus interface handler to a path, preventing duplicate registration except for standard interfaces","Adds a DBus interface handler to a table, checking for existing entries and handling specific object manager interfaces.",15.77454598068419,45.0,21.05263157894737,11.11111111111111,5.882352941176471,0.47058823529411764,0.25,0.47058823529411764,0.47058823529411764,0.7692188024520874,0.7712171077728271,0.770216703414917
75,cpp,"Registers a D-Bus handler for a specific path, preventing duplicates","Adds a DBusInterfaceHandler to a table of registered objects, preventing duplicates for a given interface path.",10.934883431625593,38.888888888888886,17.647058823529413,6.25,3.3333333333333335,0.4444444444444444,0.16,0.2962962962962963,0.2962962962962963,0.7820313572883606,0.8650944232940674,0.8214685320854187
76,c,Sends a UDS negative response message containing the failed service ID and a negative response code,Sends a negative response message over ISOTP with the specified request SID and NRC.,15.995601246907084,46.666666666666664,28.571428571428573,15.384615384615385,4.166666666666667,0.4666666666666667,0.28571428571428575,0.4666666666666667,0.4666666666666667,0.7445276379585266,0.7446544170379639,0.7445911169052124
77,c,Sends a UDS positive response for the Diagnostic Session Control service,Sends a UDS diagnostic session control response message over ISOTP.,14.991106946711685,36.36363636363637,20.0,11.11111111111111,6.25,0.6666666666666666,0.4210526315789474,0.5714285714285713,0.5714285714285713,0.7839310765266418,0.77140873670578,0.777619481086731
78,c,Sends a positive UDS response for the ECU Reset service,Sends a positive response message to the diagnostic tester indicating successful completion of an ECU reset request.,9.507244120026236,33.333333333333336,11.764705882352942,6.25,3.3333333333333335,0.5185185185185185,0.24000000000000005,0.5185185185185185,0.5185185185185185,0.7500942945480347,0.8097721338272095,0.7787916660308838
79,c,"Handles a UDS ECU Reset request, supporting only the hard reset sub-function which reboots the system","Handles ECU reset requests, performing a cold reboot for hard resets and sending negative responses for unsupported types.",2.996515740268936,30.0,2.6315789473684212,1.3888888888888888,0.7352941176470589,0.28571428571428575,0.06060606060606061,0.22857142857142856,0.22857142857142856,0.67373126745224,0.7151895761489868,0.6938416957855225
80,c,"Sends a positive UDS response to a Request Download, specifying the maximum block length",Sends a UDS request download response message via ISOTP.,6.053236275429152,40.0,11.11111111111111,6.25,3.5714285714285716,0.5217391304347826,0.1904761904761905,0.43478260869565216,0.43478260869565216,0.7825475931167603,0.7143547534942627,0.7468978762626648
81,c,Sends a UDS Transfer Data positive response containing the block sequence counter,Sends a transfer data response message over ISOTP using a specified block sequence counter.,12.874330508144842,40.0,21.428571428571427,7.6923076923076925,4.166666666666667,0.6153846153846153,0.33333333333333337,0.6153846153846153,0.6153846153846153,0.7852305173873901,0.8257925510406494,0.805000901222229
82,c,Sends a UDS positive response for the Routine Control service containing a result code over ISO-TP,Sends a UDS routine control result message via ISOTP to a specified CAN ID.,10.398089766078932,33.333333333333336,14.285714285714286,7.6923076923076925,4.166666666666667,0.45161290322580644,0.20689655172413793,0.3870967741935484,0.3870967741935484,0.7761658430099487,0.741442084312439,0.7584066987037659
83,c,Sends a UDS Transfer Exit positive response message via the ISO-TP protocol,Sends a positive transfer exit response message via ISOTP.,16.830386789031852,60.0,33.333333333333336,12.5,7.142857142857143,0.7272727272727274,0.4,0.6363636363636364,0.6363636363636364,0.8868567943572998,0.8165642023086548,0.8502601981163025
84,c,"Converts a raw integer gain value to a corresponding DAC gain enumeration, returning an error if unsupported",Converts a raw gain value to a corresponding gain enum value.,26.486195820069927,75.0,54.54545454545455,40.0,22.22222222222222,0.6428571428571428,0.4615384615384615,0.6428571428571428,0.6428571428571428,0.8802362680435181,0.7316001653671265,0.7990649342536926
85,c,Finds the index of a given CAN ID in a mapping table,"Maps a CAN identifier to an index within a translation table, returning 0xff if not found.",3.211547431691929,27.77777777777778,2.9411764705882355,1.5625,0.8333333333333334,0.35714285714285715,0.0,0.28571428571428575,0.28571428571428575,0.7107440233230591,0.8149212002754211,0.7592758536338806
86,c,"Removes a specific LIN-to-CAN receive filter, or all filters, by clearing the associated callback",Removes a CAN receive filter by disabling the associated callback function.,13.726539311985519,66.66666666666667,36.36363636363637,10.0,5.555555555555555,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.8498944044113159,0.7209265828132629,0.7801162004470825
87,c,A LIN callback that dequeues a frame for transmission and executes its completion callback,Retrieves a LIN frame from a queue and transmits it via CAN using a callback function.,3.4197980307804725,29.41176470588235,3.125,1.6666666666666667,0.8928571428571429,0.39999999999999997,0.07142857142857144,0.3333333333333333,0.3333333333333333,0.7046048641204834,0.7121365070343018,0.708350658416748
88,c,A callback that translates an incoming LIN frame to a CAN frame and invokes a registered handler,Translates incoming LIN frames to CAN frames and invokes registered callbacks for specific LIN IDs.,7.473868453555441,43.75,13.333333333333334,3.5714285714285716,1.9230769230769231,0.5,0.13333333333333333,0.5,0.5,0.7586364150047302,0.7835834622383118,0.7709081768989563
